Id,Score,Body
"67158214","5","<p>Try this code using the <code>filter</code> method and you can remove any specific item from an array.</p>
<pre class=""lang-js prettyprint-override""><code>let arr = [1, 2, 3, 4, 5, 6, 7, 8, 9];
function removeItem(arr, value) {
  return arr.filter(function (ele) {
    return ele !== value;
  });
}
console.log(removeItem(arr, 6));
</code></pre>
"
"59397020","8","<h2>Performance</h2>

<p>Today (2019-12-18) I perform test on my <a href=""https://en.wikipedia.org/wiki/MacOS_High_Sierra"" rel=""nofollow noreferrer"">macOS v10.13.6</a> (High Sierra), on Chrome v 79.0, Safari v13.0.4 and Firefox v71.0 (64 bit) - conclusions about optimisation (and <em><a href=""https://stackoverflow.com/questions/3470990/is-micro-optimization-worth-the-time/3471000#3471000"">micro-optimisation</a></em> which usually is not worth to introduce it to code because the benefit is small, but code complexity grows).</p>

<ul>
<li><p>It looks like the traditional <code>for i</code> (<strong>Aa</strong>) is a good choice to write fast code on all browsers.</p></li>
<li><p>The other solutions, like <code>for-of</code> (<strong>Ad</strong>), all in group <strong>C.</strong>... are usually 2 - 10 (and more) times slower than <strong>Aa</strong>, but for small arrays it is ok to use it - for the sake of increase code clarity.</p></li>
<li><p>The loops with array length cached in <code>n</code> (<strong>Ab, Bb, Be</strong>) are sometimes faster, sometimes not. Probably compilers automatically detect this situation and introduce caching. The speed differences between the cached and no-cached versions (<strong>Aa, Ba, Bd</strong>) are about ~1%, so it looks like introduce <code>n</code> is a <em><a href=""https://stackoverflow.com/questions/3470990/is-micro-optimization-worth-the-time/3471000#3471000"">micro-optimisation</a></em>.</p></li>
<li><p>The <code>i--</code> like solutions where the loop starts from the last array element (<strong>Ac, Bc</strong>) are usually ~30% slower than forward solutions - probably the reason is the way of <a href=""https://stackoverflow.com/questions/1950878/c-for-loop-indexing-is-forward-indexing-faster-in-new-cpus"">CPU memory cache working</a> - forward memory reading is more optimal for CPU caching). <strong>Is recommended to NOT USE such solutions.</strong></p></li>
</ul>

<h2>Details</h2>

<p>In tests we calculate the sum of array elements. I perform a test for small arrays (10 elements) and big arrays (1M elements) and divide them into three groups:</p>

<ul>
<li><strong>A</strong> - <code>for</code> tests</li>
<li><strong>B</strong> - <code>while</code> tests</li>
<li><strong>C</strong> - other/alternative methods</li>
</ul>

<p><div class=""snippet"" data-lang=""js"" data-hide=""true"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code snippet-currently-hidden"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>let arr = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10];
//let arr = Array.from(Array(1000000), (x, i) =&gt; i%10);

function Aa(a, s=0) {
  for(let i=0; i&lt;a.length; i++) {
    s += a[i];
  }
  console.log('Aa=', s);
}

function Ab(a, s=0) {
  let n = a.length;
  for(let i=0; i&lt;n; i++) {
    s += a[i];
  }
  console.log('Ab=', s);
}

function Ac(a, s=0) {
  for(let i=a.length; i--;) {
    s += a[i];
  }
  console.log('Ac=', s);
}

function Ad(a, s=0) {
  for(let x of a) {
    s += x;
  }
  console.log('Ad=', s);
}

function Ae(a, s=0) {
  for(let i in a) if (a.hasOwnProperty(i)) {
    s += a[i];
  }
  console.log('Ae=', s);
}

function Ba(a, s=0) {
  let i = -1;
  while(++i &lt; a.length) {
    s+= a[i];
  }
  console.log('Ba=', s);
}

function Bb(a, s=0) {
  let i = -1;
  let n = a.length;
  while(++i &lt; n) {
    s+= a[i];
  }
  console.log('Bb=', s);
}

function Bc(a, s=0) {
  let i = a.length;
  while(i--) {
    s += a[i];
  }
  console.log('Bc=', s);
}

function Bd(a, s=0) {
  let i = 0;
  do {
    s+= a[i]
  } while (++i &lt; a.length);
  console.log('Bd=', s);
}

function Be(a, s=0) {
  let i = 0;
  let n = a.length;
  do {
    s += a[i]
  } while (++i &lt; n);
  console.log('Be=', s);
}

function Bf(a, s=0) {
  const it = a.values(); 
  let e;
  while (!(e = it.next()).done) { 
    s+= e.value; 
  }
  console.log('Bf=', s);
}

function Ca(a, s=0) {
  a.map(x =&gt; { s+=x });
  console.log('Ca=', s);
}

function Cb(a, s=0) {
  a.forEach(x =&gt; { s+=x });
  console.log('Cb=', s);
}

function Cc(a, s=0) {
  a.every(x =&gt; (s += x, 1));
  console.log('Cc=', s);
}

function Cd(a, s=0) {
  a.filter(x =&gt; { s+=x });
  console.log('Cd=',s);
}

function Ce(a, s=0) {
  a.reduce((z, c) =&gt; { s+=c }, 0);
  console.log('Ce=', s);
}

function Cf(a, s=0) {
  a.reduceRight((z, c) =&gt; { s += c }, 0);
  console.log('Cf=', s);
}

function Cg(a, s=0) {
  a.some(x =&gt; { s += x } );
  console.log('Cg=', s);
}

function Ch(a, s=0) {
  Array.from(a, x=&gt; s += x);
  console.log('Cc=', s);
}


Aa(arr);
Ab(arr);
Ac(arr);
Ad(arr);
Ae(arr);

Ba(arr);
Bb(arr);
Bc(arr);
Bd(arr);
Be(arr);
Bf(arr);

Ca(arr);
Cb(arr);
Cc(arr);
Cd(arr);
Ce(arr);
Cf(arr);
Cg(arr);
Ch(arr);</code></pre>
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;p style=""color: red""&gt;This snippets only PRESENTS code used for benchmark - it not perform test itself&lt;/p&gt;</code></pre>
</div>
</div>
</p>

<p><strong>Cross browser results</strong></p>

<p>Results for all tested browsers</p>

<p><a href=""https://i.stack.imgur.com/bSXp2.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/bSXp2.png"" alt=""Enter image description here""></a>browsers**</p>

<p><strong>Array with 10 elements</strong></p>

<p>Results for Chrome. You can perform the test on your machine <a href=""https://jsbench.me/pxk4bicjru"" rel=""nofollow noreferrer"">here</a>.</p>

<p><a href=""https://i.stack.imgur.com/VuCMw.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/VuCMw.png"" alt=""Enter image description here""></a></p>

<p><strong>Array with 1,000,000 elements</strong></p>

<p>Results for Chrome. You can perform the test on your machine <a href=""https://jsbench.me/9uk4bj4svg"" rel=""nofollow noreferrer"">here</a></p>

<p><a href=""https://i.stack.imgur.com/8JQf6.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/8JQf6.png"" alt=""Enter image description here""></a></p>
"
"59409790","4","<p>You can use:</p>

<ol>
<li><p>ForEach</p>

<pre><code>theArray.forEach(function (array, index) {
    console.log(index);
    console.log(array);
});
</code></pre></li>
<li><p>for</p>

<pre><code>for(var i=0; i&lt;theArray.length; i++) {
    console.log(i)
}
</code></pre></li>
<li><p>map</p>

<pre><code>theArray.map(x =&gt; console.log(x));
</code></pre></li>
<li><p>map</p>

<pre><code>theArray.filter(x =&gt; console.log(x));
</code></pre></li>
</ol>

<p>And there are many others for iteration.</p>
"
"59460408","3","<p>I'd argue that <code>for/of</code> is the way to go:</p>

<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>const arr = ['a', 'b', 'c'];

for (const v of arr) {
  console.log(v); // Prints ""a"", ""b"", ""c""
}</code></pre>
</div>
</div>
</p>

<ul>
<li><p>Unlike <code>for/in</code>, <code>for/of</code> skips non-numeric properties on the array. For example, if you set <code>arr.foo = 'test'</code>, <code>for (var v in arr)</code> will loop through the <code>'foo'</code> key.</p></li>
<li><p>Unlike <code>forEach()</code>, <code>for/of</code> doesn't skip ""holes"" in arrays. <code>const arr = ['a',, 'c']</code> is valid JavaScript, just the 2nd element is a ""hole"". The array is functionally equivalent to <code>['a', undefined, 'c']</code>.</p></li>
</ul>

<p>You can read more in <a href=""https://thecodebarbarian.com/for-vs-for-each-vs-for-in-vs-for-of-in-javascript"" rel=""nofollow noreferrer"">this blog post on <code>for/of</code> vs <code>forEach()</code>.</a></p>
"
"68125524","0","<p>You could using the standard  <strong>proto</strong> of JavaScript and defined this function. for example.</p>
<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>let data = [];
data.__proto__.remove = (n) =&gt; { data = data.flatMap((v) =&gt; { return v !== n ? v : []; }) };

data = [1, 2, 3];
data.remove(2);
console.log(data); // [1,3]

data = ['a','b','c'];
data.remove('b');
console.log(data); // [a,c]</code></pre>
</div>
</div>
</p>
"
"59926311","-2","<p>Using the <strong>grep</strong> function in jQuery, for example:</p>

<pre><code>$.grep([0, 1, 2], function(n, i) {
    return n &gt; 0;
});
</code></pre>
"
"60034027","14","<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>$(document).on(""click"",""#isAgeSelected"",function(){
  if($(this).prop(""checked"") == true){
    $(""#txtAge"").show();
  }
  else if($(this).prop(""checked"") == false){
    $(""#txtAge"").hide();
  }
});</code></pre>
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;script src=""https://ajax.googleapis.com/ajax/libs/jquery/2.1.1/jquery.min.js""&gt;&lt;/script&gt;

 &lt;input type=""checkbox"" id=""isAgeSelected""/&gt;

&lt;div id=""txtAge"" style=""display:none""&gt;
&lt;input type=""text"" name=""age"" placeholder=""Please enter age"" /&gt;
&lt;/div&gt;</code></pre>
</div>
</div>
</p>
"
"60908003","3","<p>Suppose we have a array of subjects:</p>

<pre><code>  let ddl = new Array();
    if (subjects) {
      subjects.forEach(function (s) {ddl.push({""id"": s.id,""label"": s.name});});
    }
</code></pre>
"
"46181","5702","<p>Using <a href=""http://en.wikipedia.org/wiki/Regular_expression"" rel=""noreferrer"">regular expressions</a> is probably the best way. You can see a bunch of tests <a href=""http://jsfiddle.net/ghvj4gy9/embedded/result,js/"" rel=""noreferrer"">here</a> (taken from <a href=""https://cs.chromium.org/chromium/src/third_party/blink/web_tests/fast/forms/resources/ValidityState-typeMismatch-email.js?q=ValidityState-typeMismatch-email.js&amp;sq=package:chromium&amp;dr"" rel=""noreferrer"">chromium</a>)</p>
<pre><code>function validateEmail(email) {
    const re = /^(([^&lt;&gt;()[\]\\.,;:\s@&quot;]+(\.[^&lt;&gt;()[\]\\.,;:\s@&quot;]+)*)|(&quot;.+&quot;))@((\[[0-9]{1,3}\.[0-9]{1,3}\.[0-9]{1,3}\.[0-9]{1,3}\])|(([a-zA-Z\-0-9]+\.)+[a-zA-Z]{2,}))$/;
    return re.test(String(email).toLowerCase());
}
</code></pre>
<p>Here's the example of regular expresion that accepts unicode:</p>
<pre><code>const re = /^(([^&lt;&gt;()[\]\.,;:\s@\&quot;]+(\.[^&lt;&gt;()[\]\.,;:\s@\&quot;]+)*)|(\&quot;.+\&quot;))@(([^&lt;&gt;()[\]\.,;:\s@\&quot;]+\.)+[^&lt;&gt;()[\]\.,;:\s@\&quot;]{2,})$/i;
</code></pre>
<p>But keep in mind that one should not rely only upon JavaScript validation. JavaScript can easily be disabled. This should be validated on the server side as well.</p>
<p>Here's an example of the above in action:</p>
<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>function validateEmail(email) {
  const re = /^(([^&lt;&gt;()[\]\\.,;:\s@\""]+(\.[^&lt;&gt;()[\]\\.,;:\s@\""]+)*)|(\"".+\""))@((\[[0-9]{1,3}\.[0-9]{1,3}\.[0-9]{1,3}\.[0-9]{1,3}\])|(([a-zA-Z\-0-9]+\.)+[a-zA-Z]{2,}))$/;
  return re.test(email);
}

function validate() {
  const $result = $(""#result"");
  const email = $(""#email"").val();
  $result.text("""");

  if (validateEmail(email)) {
    $result.text(email + "" is valid :)"");
    $result.css(""color"", ""green"");
  } else {
    $result.text(email + "" is not valid :("");
    $result.css(""color"", ""red"");
  }
  return false;
}

$(""#validate"").on(""click"", validate);</code></pre>
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;script src=""https://ajax.googleapis.com/ajax/libs/jquery/2.1.1/jquery.min.js""&gt;&lt;/script&gt;

&lt;form&gt;
  &lt;p&gt;Enter an email address:&lt;/p&gt;
  &lt;input id='email'&gt;
  &lt;button type='submit' id='validate'&gt;Validate!&lt;/button&gt;
&lt;/form&gt;

&lt;h2 id='result'&gt;&lt;/h2&gt;</code></pre>
</div>
</div>
</p>
"
"221297","5308","<h1>Short &amp; Snazzy:</h1>
<pre><code>+ new Date()
</code></pre>
<p>A unary operator like <code>plus</code> triggers the <code>valueOf</code> method in the <code>Date</code> object and it returns the timestamp (without any alteration).</p>
<p><strong>Details:</strong></p>
<p>On almost all current browsers you can use <a href=""http://www.ecma-international.org/ecma-262/5.1/#sec-15.9.4.4"" rel=""noreferrer""><code>Date.now()</code></a> to get the UTC timestamp in <strong>milliseconds</strong>; a notable exception to this is IE8 and earlier (see <a href=""http://kangax.github.io/compat-table/es5/#Date.now"" rel=""noreferrer"">compatibility table</a>).</p>
<p>You can easily make a shim for this, though:</p>
<pre><code>if (!Date.now) {
    Date.now = function() { return new Date().getTime(); }
}
</code></pre>
<p>To get the timestamp in <strong>seconds</strong>, you can use:</p>
<pre><code>Math.floor(Date.now() / 1000)
</code></pre>
<p>Or alternatively you could use:</p>
<pre><code>Date.now() / 1000 | 0
</code></pre>
<p>Which should be slightly faster, but also less readable.<br />
(also <a href=""https://stackoverflow.com/questions/7487977/using-bitwise-or-0-to-floor-a-number"">see this answer</a> or <a href=""https://stackoverflow.com/a/11446757/1519836"">this</a> with further explaination to bitwise operators).</p>
<p>I would recommend using <code>Date.now()</code> (with compatibility shim). It's slightly better because it's shorter &amp; doesn't create a new <code>Date</code> object. However, if you don't want a shim &amp; maximum compatibility, you could use the &quot;old&quot; method to get the timestamp in <strong>milliseconds</strong>:</p>
<pre><code>new Date().getTime()
</code></pre>
<p>Which you can then convert to seconds like this:</p>
<pre><code>Math.round(new Date().getTime()/1000)
</code></pre>
<p>And you can also use the <code>valueOf</code> method which we showed above:</p>
<pre><code>new Date().valueOf()
</code></pre>
<p><strong>Timestamp in Milliseconds</strong></p>
<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>var timeStampInMs = window.performance &amp;&amp; window.performance.now &amp;&amp; window.performance.timing &amp;&amp; window.performance.timing.navigationStart ? window.performance.now() + window.performance.timing.navigationStart : Date.now();

console.log(timeStampInMs, Date.now());</code></pre>
</div>
</div>
</p>
"
"221357","154","<pre><code>var time = Date.now || function() {
  return +new Date;
};

time();
</code></pre>
"
"67718846","2","<p>The <strong>jQuery prop()</strong> method provides a simple, effective, and reliable way to track down the current status of a checkbox. It works pretty well in all conditions because every checkbox has a <strong>checked property</strong> which specifies its checked or unchecked status.</p>
<p>Do not misunderstand it with the checked attribute. The checked attribute only define the initial state of a checkbox, and not the current state. Let's see how it works:</p>
<pre><code>&lt;script&gt;
    $(document).ready(function(){
        $('input[type=&quot;checkbox&quot;]').click(function(){
            if($(this).prop(&quot;checked&quot;) == true){
                console.log(&quot;Checkbox is checked.&quot;);
            }
            else if($(this).prop(&quot;checked&quot;) == false){
                console.log(&quot;Checkbox is unchecked.&quot;);
            }
        });
    });
&lt;/script&gt;
</code></pre>
<p>For Detailed Explaination: <a href=""https://www.tutorialrepublic.com/faq/how-to-check-a-checkbox-is-checked-or-not-using-jquery.php"" rel=""nofollow noreferrer"">jQuery prop()</a></p>
<p>However, you can use the <strong>is() function</strong> of jQuery too.</p>
<pre><code>if($(&quot;#isAgeSelected&quot;).is(':checked'))
    $(&quot;#txtAge&quot;).show();  // Age is selected - Show the Age
else
    $(&quot;#txtAge&quot;).hide();  // Age is not selected - Hide the Age
</code></pre>
"
"67987811","7","<p>There are 4 ways of array iteration:</p>
<pre><code>// 1: for

for (let i = 0; i &lt; arr.length; ++i) {
  console.log(arr[i]);
}

// 2: forEach

arr.forEach((v, i) =&gt; console.log(v));

// 3: for in

for (let i in arr) {
  console.log(arr[i]);
}

// 4: for of

for (const v of arr) {
  console.log(v);
}
</code></pre>
<p>Summary: 1 and 3 solutions create extra variable, 2 - create extra function context. The best way is 4th - &quot;for of&quot;.</p>
"
"3552493","1569","<p>For custom-delimited date formats, you have to pull out the date (or time)
components from a <a href=""//developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/DateTimeFormat"" rel=""noreferrer""><code>DateTimeFormat</code></a> object (which is part of the
<a href=""//developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/Intl"" rel=""noreferrer"">ECMAScript Internationalization API</a>), and then manually create a string
with the delimiters you want.</p>
<p>To do this, you can use <a href=""//developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/Intl/DateTimeFormat/formatToParts"" rel=""noreferrer""><code>DateTimeFormat#formatToParts</code></a>. You could
destructure the array, but that is not ideal, as the array output depends on the
locale:</p>
<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>{ // example 1
   let f = new Intl.DateTimeFormat('en');
   let a = f.formatToParts();
   console.log(a);
}
{ // example 2
   let f = new Intl.DateTimeFormat('hi');
   let a = f.formatToParts();
   console.log(a);
}</code></pre>
</div>
</div>
</p>
<p>Better would be to map a format array to resultant strings:</p>
<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>function join(t, a, s) {
   function format(m) {
      let f = new Intl.DateTimeFormat('en', m);
      return f.format(t);
   }
   return a.map(format).join(s);
}

let a = [{day: 'numeric'}, {month: 'short'}, {year: 'numeric'}];
let s = join(new Date, a, '-');
console.log(s);</code></pre>
</div>
</div>
</p>
<p>You can also pull out the parts of a <code>DateTimeFormat</code> one-by-one using
<a href=""//developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/DateTimeFormat/format"" rel=""noreferrer""><code>DateTimeFormat#format</code></a>, but note that when using this method, as of March
2020, there is <a href=""//stackoverflow.com/questions/60544534#60545316"">a bug</a> in the ECMAScript implementation when it comes to
leading zeros on minutes and seconds (this bug is circumvented by the approach
above).</p>
<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>let d = new Date(2010, 7, 5);
let ye = new Intl.DateTimeFormat('en', { year: 'numeric' }).format(d);
let mo = new Intl.DateTimeFormat('en', { month: 'short' }).format(d);
let da = new Intl.DateTimeFormat('en', { day: '2-digit' }).format(d);
console.log(`${da}-${mo}-${ye}`);</code></pre>
</div>
</div>
</p>
<p>When working with dates and times, it is usually worth using a library (eg.
<a href=""//momentjs.com"" rel=""noreferrer"">moment.js</a>, <a href=""//moment.github.io/luxon"" rel=""noreferrer"">luxon</a>) because of the many hidden complexities of the
field.</p>
<p>Note that the ECMAScript Internationalization API, used in the solutions above
is not supported <a href=""//caniuse.com#search=datetimeformat"" rel=""noreferrer"">in IE10</a> (<a href=""//gs.statcounter.com/browser-version-market-share"" rel=""noreferrer"">0.03%</a> global browser market share in Feb
2020).</p>
"
"5166806","69","<p>Correct validation of email address in compliance with the RFCs is not something that can be achieved with a one-liner regular expression. An article with the best solution I've found in PHP is <em><a href=""http://www.dominicsayers.com/isemail/"" rel=""noreferrer"">What is a valid email address?</a></em>. Obviously, it has been ported to Java. <strike>I think the function is too complex to be ported and used in JavaScript.</strike> JavaScript/node.js port: <a href=""https://www.npmjs.com/package/email-addresses"" rel=""noreferrer"">https://www.npmjs.com/package/email-addresses</a>.</p>

<p>A good practice is to validate your data on the client, but double-check the validation on the server. With this in mind, you can simply check whether a string looks like a valid email address on the client and perform the strict check on the server.</p>

<p>Here's the JavaScript function I use to check if a string looks like a valid mail address:</p>

<pre><code>function looksLikeMail(str) {
    var lastAtPos = str.lastIndexOf('@');
    var lastDotPos = str.lastIndexOf('.');
    return (lastAtPos &lt; lastDotPos &amp;&amp; lastAtPos &gt; 0 &amp;&amp; str.indexOf('@@') == -1 &amp;&amp; lastDotPos &gt; 2 &amp;&amp; (str.length - lastDotPos) &gt; 2);
}
</code></pre>

<p>Explanation:</p>

<ul>
<li><p><code>lastAtPos &lt; lastDotPos</code>: Last <code>@</code> should be before last <code>.</code> since <code>@</code> cannot be part of server name (as far as I know).</p></li>
<li><p><code>lastAtPos &gt; 0</code>: There should be something (the email username) before the last <code>@</code>.</p></li>
<li><p><code>str.indexOf('@@') == -1</code>: There should be no <code>@@</code> in the address. Even if <code>@</code> appears as the last character in email username, it has to be quoted so <code>""</code> would be between that <code>@</code> and the last <code>@</code> in the address.</p></li>
<li><p><code>lastDotPos &gt; 2</code>: There should be at least three characters before the last dot, for example <code>a@b.com</code>.</p></li>
<li><p><code>(str.length - lastDotPos) &gt; 2</code>: There should be enough characters after the last dot to form a two-character domain. I'm not sure if the brackets are necessary.</p></li>
</ul>
"
"5971324","294","<p>JavaScript works with the number of milliseconds since the epoch whereas most other languages work with the seconds. You could work with milliseconds but as soon as you pass a value to say PHP, the PHP native functions will probably fail. So to be sure I always use the seconds, not milliseconds.</p>

<p>This will give you a Unix timestamp (in seconds):</p>

<pre><code>var unix = Math.round(+new Date()/1000);
</code></pre>

<p>This will give you the milliseconds since the epoch (not Unix timestamp):</p>

<pre><code>var milliseconds = new Date().getTime();
</code></pre>
"
"8565823","25","<p>You should not use regular expressions to validate an input string to check if it's an email. It's too complicated and would not cover all the cases.</p>

<p>Now since you can only cover 90% of the cases, write something like:</p>

<pre><code>function isPossiblyValidEmail(txt) {
   return txt.length &gt; 5 &amp;&amp; txt.indexOf('@')&gt;0;
}
</code></pre>

<p>You can refine it. For instance, 'aaa@' is valid. But overall you get the gist. And don't get carried away... A simple 90% solution is better than 100% solution that does not work. </p>

<p>The world needs simpler code...</p>
"
"8676471","146","<p>I think you can just use the <strong>non-standard</strong> Date method <code>toLocaleFormat(formatString)</code></p>

<p><strong>formatString:</strong> A format string in the same format expected by the <a href=""http://www.cplusplus.com/reference/clibrary/ctime/strftime/"" rel=""noreferrer"" title=""strftime""><code>strftime()</code></a> function in C.</p>

<pre><code>var today = new Date();
today.toLocaleFormat('%d-%b-%Y'); // 30-Dec-2011
</code></pre>

<p><strong>References:</strong></p>

<ul>
<li><a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Date/toLocaleFormat"" rel=""noreferrer"" title=""toLocaleFormat"">tolocaleformat</a></li>
<li><a href=""http://www.cplusplus.com/reference/clibrary/ctime/strftime/"" rel=""noreferrer"" title=""strftime"">strftime</a></li>
</ul>
"
"9204568","1032","<p>I've slightly modified <a href=""https://stackoverflow.com/a/48800/4832311"">Jaymon's answer</a> for people who want really simple validation in the form of:</p>
<pre><code>anystring@anystring.anystring
</code></pre>
<p>The regular expression:</p>
<pre><code>/\S+@\S+\.\S+/
</code></pre>
<p>To prevent matching multiple @ signs:</p>
<pre><code>/^[^\s@]+@[^\s@]+$/
</code></pre>
<p>Example JavaScript function:</p>
<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>function validateEmail(email) 
    {
        var re = /\S+@\S+\.\S+/;
        return re.test(email);
    }
    
console.log(validateEmail('anystring@anystring.anystring'));</code></pre>
</div>
</div>
</p>
"
"10428184","28","<p>The <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Date/getTime""><code>Date.getTime()</code></a> method can be used with a little tweak:</p>

<blockquote>
  <p>The value returned by the getTime method is the number of milliseconds
  since 1 January 1970 00:00:00 UTC.</p>
</blockquote>

<p>Divide the result by 1000 to get the Unix timestamp, <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Math/floor""><code>floor</code></a> if necessary:</p>

<pre><code>(new Date).getTime() / 1000
</code></pre>

<hr>

<p><sup>The <code>Date.valueOf()</code> method is functionally equivalent to <code>Date.getTime()</code>, which makes it possible to use arithmetic operators on date object to achieve identical results. In my opinion, this approach affects readability.</sup></p>
"
"10906478","13","<p>In contrast to <em>squirtle</em>, here is a complex solution, but it does a mighty fine job of validating emails properly:</p>

<pre><code>function isEmail(email) { 
    return /^((([a-z]|\d|[!#\$%&amp;'\*\+\-\/=\?\^_`{\|}~]|[\u00A0-\uD7FF\uF900-\uFDCF\uFDF0-\uFFEF])+(\.([a-z]|\d|[!#\$%&amp;'\*\+\-\/=\?\^_`{\|}~]|[\u00A0-\uD7FF\uF900-\uFDCF\uFDF0-\uFFEF])+)*)|((\x22)((((\x20|\x09)*(\x0d\x0a))?(\x20|\x09)+)?(([\x01-\x08\x0b\x0c\x0e-\x1f\x7f]|\x21|[\x23-\x5b]|[\x5d-\x7e]|[\u00A0-\uD7FF\uF900-\uFDCF\uFDF0-\uFFEF])|(\\([\x01-\x09\x0b\x0c\x0d-\x7f]|[\u00A0-\uD7FF\uF900-\uFDCF\uFDF0-\uFFEF]))))*(((\x20|\x09)*(\x0d\x0a))?(\x20|\x09)+)?(\x22)))@((([a-z]|\d|[\u00A0-\uD7FF\uF900-\uFDCF\uFDF0-\uFFEF])|(([a-z]|\d|[\u00A0-\uD7FF\uF900-\uFDCF\uFDF0-\uFFEF])([a-z]|\d|-|\.|_|~|[\u00A0-\uD7FF\uF900-\uFDCF\uFDF0-\uFFEF])*([a-z]|\d|[\u00A0-\uD7FF\uF900-\uFDCF\uFDF0-\uFFEF])))\.)+(([a-z]|[\u00A0-\uD7FF\uF900-\uFDCF\uFDF0-\uFFEF])|(([a-z]|[\u00A0-\uD7FF\uF900-\uFDCF\uFDF0-\uFFEF])([a-z]|\d|-|\.|_|~|[\u00A0-\uD7FF\uF900-\uFDCF\uFDF0-\uFFEF])*([a-z]|[\u00A0-\uD7FF\uF900-\uFDCF\uFDF0-\uFFEF])))$/i.test(email);
} 
</code></pre>

<p>Use like so:<br><br></p>

<pre><code>if (isEmail('youremail@yourdomain.com')){ console.log('This is email is valid'); }
</code></pre>
"
"11172083","460","<p>Well, what I wanted was to convert today's date to a <a href=""http://en.wikipedia.org/wiki/MySQL"" rel=""noreferrer"">MySQL</a> friendly date string like 2012-06-23, and to use that string as a parameter in one of my queries. The simple solution I've found is this:</p>

<pre><code>var today = new Date().toISOString().slice(0, 10);
</code></pre>

<p>Keep in mind that the above solution does <strong>not</strong> take into account your timezone offset.</p>

<p>You might consider using this function instead:</p>

<pre><code>function toJSONLocal (date) {
    var local = new Date(date);
    local.setMinutes(date.getMinutes() - date.getTimezoneOffset());
    return local.toJSON().slice(0, 10);
}
</code></pre>

<p>This will give you the correct date in case you are executing this code around the start/end of the day.</p>

<ul>
<li>Example: <a href=""http://jsfiddle.net/simo/sapuhzmm/"" rel=""noreferrer"">http://jsfiddle.net/simo/sapuhzmm/</a></li>
<li><a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Date/toISOString"" rel=""noreferrer"">Date.toISOString</a></li>
<li><a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Date/toJSON"" rel=""noreferrer"">Date.toJSON</a></li>
<li><a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/String/slice"" rel=""noreferrer"">String.slice</a></li>
</ul>
"
"11261424","4","<p>Add the <a href=""http://en.wikipedia.org/wiki/JQuery_UI"" rel=""nofollow"">jQuery UI</a> plugin to your page:</p>

<pre><code>function DateFormate(dateFormate, datetime) {
    return $.datepicker.formatDate(dateFormate, datetime);
};
</code></pre>
"
